"Corpus","Utterance"
"snow","listen you"
"snow","oh we know this one"
"snow","at least daddy knows it"
"snow","flys in the butter"
"snow","shoo fly shoo"
"snow","flys in the butter"
"snow","shoo fly shoo shoo"
"snow","flys in the butter"
"snow","shoo fly shoo"
"snow","skip to my lou my darlin"
"snow","little red wagon painted blue"
"snow","little red wagon painted blue"
"snow","little red wagon painted blue"
"snow","skip to my lou my"
"snow","this is what"
"snow","I don't know that one"
"snow","these are ones that daddy sings"
"snow","you know what this is"
"snow","this is a fox"
"snow","he's dancing"
"snow","yeah that's a wolf"
"snow","then that is"
"snow","o look what's this"
"snow","it's a donkey"
"snow","you ought_to get daddy to sing this song with you"
"snow","this is a song"
"snow","I'll read it to you"
"snow","oh I saw a fox and a wolf dance together"
"snow","dancing in a ring"
"snow","oh that's what I saw"
"snow","jig_a_jug_a_ling and the donkey was singing"
"snow","donkey was singing"
"snow","jig_a_jug_a_ling and he sang hee"
"snow","oh I saw a cat and a goose play together"
"snow","playing hide and seek"
"snow","oh that's what I saw"
"snow","that's one that daddy sings"
"snow","we don't know that one"
"snow","this is one that we know"
"snow","go tell aunt Rhodie"
"snow","go tell aunt Rhodie"
"snow","go tell aunt Rhodie the old gray goose is dead"
"snow","fish"
"snow","that's a fish"
"snow","that's right"
"snow","that's the wind"
"snow","u what else do we have"
"snow","this is the one about the clock"
"snow","hickory_dickory_dock"
"snow","the mouse ran up the clock"
"snow","the clock struck one"
"snow","the mouse ran down"
"snow","hickory_dickory_dock"
"snow","that's a cow"
"snow","this is in Switzerland"
"snow","why are do cows go biobio"
"snow","biobio"
"snow","they have bells on him"
"snow","this is a swiss cow"
"snow","you know in your in your book that Lia reads with you you've got"
"snow","know that song"
"snow","well this is Switzerland"
"snow","right here"
"snow","that's a swiss girl and a swiss man and a swiss cow"
"snow","uhoh you know what this is Nathaniel"
"snow","this is a little Japanese song"
"snow","these are Japanese children"
"snow","you wanna sing the Japanese song"
"snow","it's say well I can't learn to sing it"
"snow","daddy can you sing this song please"
"snow","this is a japanese song"
"snow","it probably goes wachu wachu"
"snow","daddy singing you a"
"snow","daddy sings and you sing"
"snow","a Japanese song"
"snow","big and round as round as a tray"
"snow","this is a what Nathaniel"
"snow","this is ba"
"snow","a funny one"
"snow","a Baaee one"
"snow","it's a Japanese song"
"snow","about the moon"
"snow","see these are little Japanese children"
"snow","and that's the music"
"snow","that's more music"
"snow","that's right"
"snow","this is the one"
"snow","oh do you know the muffin man the muffin man the muffin man"
"snow","do you know the muffin man that lives in Drury lane"
"snow","oh yes I know the muffin man the muffin man"
"snow","the muffin man"
"snow","this is not the other muffin man"
"snow","this is a different song"
"snow","can you sing the muffin man song"
"snow","do you know the muffin"
"snow","who lives in"
"snow","lane"
"snow","yes"
"snow","I know"
"snow","the muffin man"
"snow","the muffin man"
"snow","yes I know the muffin man"
"snow","this is the fiddle_dee_dee song"
"snow","I bought me a cat and the cat pleased me"
"snow","I fed my cat under yonder tree"
"snow","cat goes fiddle_dee_dee"
"snow","cat goes fiddle_dee_dee"
"snow","this is a song about potatos"
"snow","potato song"
"snow","I don't know it though"
"snow","houses"
"snow","but this is America"
"snow","America"
"snow","my country tis of thee"
"snow","that's the one I'm singing suffered"
"snow","my country tis of thee"
"snow","sweet land of liberty"
"snow","of thee I sing"
"snow","land where my fathers died"
"snow","land of the pilgrim's pride"
"snow","from every mountain side"
"snow","let freedom ring"
"snow","here's the one you like"
"snow","over the river and through the wood"
"snow","the horse knows the way"
"snow","to carry the sleigh"
"snow","through the white and drifted"
"snow","over the river and through the woods"
"snow","oh how the wind does blow"
"snow","it stings the"
"snow","and bites the"
"snow","as over the ground we go"
"snow","those are five angels"
"snow","and you count them"
"snow","one"
"snow","five angels"
"snow","this is one you know"
"snow","you member you know what this one is"
"snow","can you read that"
"snow","this is jingle bells"
"snow","jingle bells"
"snow","jingle all the way"
"snow","oh what fun it is to ride in a one horse open"
"snow","jingle bells jingle bells"
"snow","jingle all the way"
"snow","oh what fun it is to ride in a one horse open"
"snow","very good"
"snow","see he makes a musical distinction there"
"snow","your daddy"
"snow","your daddy is not being impressed with your musical ability Nathaniel"
"snow","turn around and we'll do this one properly"
"snow","say say say I"
"snow","am a a pretty little"
"snow","girl"
"snow","as pretty as pretty can be"
"snow","and all the boys around my house are crazy over me bo_boap"
"snow","okay"
"snow","o what's that"
"snow","shall we do it this way"
"snow","you sing"
"snow","we need a little bit of sharpening"
"snow","up on that"
"snow","okay now you listen carefully"
"snow","row row row your boat"
"snow","merrily merrily merrily merrily"
"snow","life is but a dream"
"snow","you know what merrily means"
"snow","that's a fat tummy"
"snow","a belly under the sleepy"
"snow","a Nathaniel belly"
"snow","underneath the sleepy"
"snow","hey Nathaniel"
"snow","let's do the dutch one"
"snow","you know how it goes"
"snow","remember"
"snow","Nathaniel"
"snow","you sing"
"snow","very good Nathaniel"
"snow","the music book"
"snow","Nathaniel's an music book freak"
"snow","that's one of the people in rowing the boat"
"snow","that's his hat"
"snow","has a hat on"
"snow","what's this"
"snow","mhm"
"snow","you're beginning to stink Nathaniel"
"snow","do mister frog"
"snow","mister frog went a courtin and he did ride"
"snow","mhm"
"snow","mister frog went a courtin and he did ride"
"snow","sword and pistol by his side"
"snow","mhm mhm"
"snow","he said miss mouse are you within"
"snow","mhm"
"snow","there's miss mouse"
"snow","she said oh yes sir here I sit and spin"
"snow","mhm mhm"
"snow","it's a note"
"snow","what wait I do know that one"
"snow","I just sang it to you"
"snow","this is a song about a porcupine"
"snow","okay this is the one you know"
"snow","the one over here"
"snow","you know this one"
"snow","wha does that say"
"snow","this old man he played"
"snow","no this is this old man he played one"
"snow","he played knick_knack on my thumb"
"snow","with a knick_knack paddy_whack give a dog a bone"
"snow","this old man came"
"snow","this is one more song there"
"snow","that's a picture"
"snow","oh this a one you know"
"snow","yes you do"
"snow","what's that"
"snow","it says baa baa"
"snow","you sing"
"snow","nope"
"snow","Nathaniel knows this one"
"snow","he can sing"
"snow","oh I know a song I can teach you Nathaniel that's not in this book"
"snow","that's fish"
"snow","almost all done"
"snow","is that a good one"
"snow","you like that"
"snow","should we teach you this one"
"snow","look at all the mummies with their babies"
"snow","turn back"
"snow","see"
"snow","there's one in the rocking chair and her little baby's on her lap"
"snow","and she's standing there holding her baby on her shoulder"
"snow","and there's her little shopping cart"
"snow","that she's pushing her baby in the shopping cart"
"snow","and there's a Japanese mother"
"snow","she's got her baby on her back"
"snow","okay"
"snow","all done"
"snow","no I think it's time now to go upstairs and change your nappity nappity"
"snow","nap nap nap"
"snow","nappity nappity nap nap nap"
"snow","nappity nappity nap nap nap"
"snow","we're gonna go change Nathaniel"
"snow","shall we do a"
"snow","shall we do here we go round the mulberry bush"
"snow","okay"
"snow","here we go round the mulberry bush"
"snow","mulberry bush the mulberry bush"
"snow","here we go round the mulberry bush so early in the morning"
"snow","this is the way we wish our face wish our face wash our face"
"snow","this is the way we wish our face so early in the morning"
"snow","this is the way we have our breakfast"
"snow","have our breakfast have our break"
"snow","fast"
"snow","this is the way we have our breakfast"
"snow","so early"
"snow","and granola too"
"snow","so early in the morning"
"snow","this is the way we take off our sleepy"
"snow","take off our sleepy"
"snow","take off our sleepy"
"snow","this is the way we take off our sleepy"
"snow","so early in the morning"
"snow","this is the way we get our nappies changed our nappies changed our"
"snow","nappies changed"
"snow","this is the way we get our nappies changed so early in the morning"
"snow","freeze Nathaniel"
"snow","freeze"
"snow","this is the way we brush our hair"
"snow","brush our hair brush our hair"
"snow","this is the way we brush our hair so early in the morning"
"snow","oh"
"snow","this is the way we wash our hair wash our hair wash our hair"
"snow","this is the way we wash our hair so early"
"snow","this is the way we put soap on our hair put soap on our hair put soap on"
"snow","our hair this is the way we put soap on our hair"
"snow","so early in the morning"
"snow","this is the way we dry our hair off dry our hair off dry our hair off"
"snow","this is the way we dry our hair off so early in the morning"
"snow","this is the way we"
"snow","put on our shoes"
"snow","put on our shoes"
"snow","put on our shoes"
"snow","this is the way we put on our shoes so"
"snow","in the morning"
"snow","this is the way we"
"snow","what shall we do"
"snow","what shall we do"
"snow","you think of something"
"snow","we wash our glasses wash our glasses"
"snow","wash our glasses"
"snow","this is the way we wash our glasses so early in the morning"
"snow","this is the way we"
"snow","put on our pants"
"snow","put on our pants"
"snow","put on our pants"
"snow","this is the way we put on our pants"
"snow","so early"
"snow","this is the way we tickle daddy"
"snow","tickle daddy tickle daddy"
"snow","this is the way we tickle Nathaniel so early in the morning"
"snow","okay that's a pretty good song"
"snow","okay come sit on my lap"
"snow","is that a tractor"
"snow","stand up a minute"
"snow","stand up stand up"
"snow","there"
"snow","that's a lawnmower"
"snow","it's to cut the grass with"
"snow","you use a lawnmower to cut the grass with"
"snow","that's the street"
"snow","no that's the beach honey"
"snow","here let's see if we can find some grass"
"snow","here I see some grass in front of the house"
"snow","in"
"snow","which way we're gonna go backwards or frontwards"
"snow","well we're going backwards now"
"snow","that's the owl"
"snow","he goes hoo"
"snow","owl goes hoo"
"snow","birds go cheep"
"snow","oh look what this is Nathaniel"
"snow","what's that"
"snow","what's that"
"snow","no"
"snow","it's a mushroom"
"snow","what do you do with mushrooms"
"snow","what do you do with them"
"snow","eat them that's right"
"snow","well we just wash em"
"snow","you like mushrooms don't you"
"snow","raw mushrooms"
"snow","that's a safety pin"
"snow","that's a baby mouse"
"snow","do you know what these are"
"snow","these are all things that are little and tiny"
"snow","little tiny things"
"snow","what's in the car"
"snow","what"
"snow","what's in the car"
"snow","what is that"
"snow","it's a turkey"
"snow","this is all the things you do in the spring"
"snow","uhoh look what's that"
"snow","what's this"
"snow","it's a lawnmower"
"snow","up the stairs"
"snow","except those aren't stairs"
"snow","that's just a frame bridge"
"snow","uhoh look they're all cleaning up"
"snow","what does the octopus have"
"snow","what are those"
"snow","look what is it"
"snow","what is that"
"snow","what does she have in her hand"
"snow","what does she have in her hand"
"snow","the octopus has"
"snow","a"
"snow","pair of glasses"
"snow","these are"
"snow","that's a bird sitting on a spade"
"snow","I see a dutch house"
"snow","do you see a dutch house"
"snow","you find a dutch house"
"snow","Nathaniel they're not all dutch houses"
"snow","this is a dutch house"
"snow","no that's a swiss house"
"snow","and this is a an English house"
"snow","that's also an english house"
"snow","and this is a tent"
"snow","in the desert people live in tents"
"snow","uhoh what what's this"
"snow","a fish a mackerel"
"snow","and you know what this is"
"snow","it's a sand"
"snow","uhoh here are all kinds of different birds"
"snow","that's the ostrich"
"snow","look the ostrich has very long legs"
"snow","mhm very long legs"
"snow","passenger train"
"snow","mhm"
"snow","this is a freight train here"
"snow","another freight train"
"snow","freight train is a train that carries things from place to place"
"snow","and a passenger train carries people"
"snow","and a freight train takes things"
"snow","that's a cattle train"
"snow","cattle train"
"snow","there's the cattle"
"snow","going onto the train"
"snow","Dingo's car"
"snow","oh here are all the things we saw just now at the construction site"
"snow","it's a tractor"
"snow","yep"
"snow","here's a bulldozer"
"snow","that's a bulldozer"
"snow","that's an excavator"
"snow","what about the excavator"
"snow","oh Nathaniel I'm exhausted from our long walk"
"snow","how can you stay awake"
"snow","how are your feet"
"snow","are they warmed up"
"snow","mhm it's hard page heh"
"snow","what"
"snow","look Nathaniel here's a passenger on the train"
"snow","it's a train passenger"
"snow","Nathaniel this is a very boring way to read this book"
"snow","you're spending all your time turning the pages and you're not looking"
"snow","at any of the pictures"
"snow","come on"
"snow","the dish what"
"snow","cookies"
"snow","where are the cookies"
"snow","that's the teacher"
"snow","she's sitting at her desk"
"snow","what"
"snow","playing with her letters"
"snow","no she doesn't play with her letters anymore she knows them all now"
"snow","she's watching the little children to make sure they're learning things"
"snow","so she can help them if they have any trouble"
"snow","what's this"
"snow","yeah"
"snow","there's the trolley"
"snow","mhm"
"snow","tracks"
"snow","how many bells"
"snow","count them"
"snow","Nathaniel if you want to count the bells then you have_to look at the bells over here"
"snow","let's count"
"snow","what"
"snow","count again"
"snow","one two"
"snow","four bells"
"snow","wait you're going the other way"
"snow","we're going this way"
"snow","Nathaniel Baum Snow you're gonna get beaten one of these days for doing"
"snow","that"
"snow","you are"
"snow","beatin the drum"
"snow","look at all the other drums here"
"snow","there's a drum too"
"snow","there's a drum too"
"snow","that's a tambourine"
"snow","yeah that's a kind of a drum"
"snow","this is a harp"
"snow","harp"
"snow","Nathaniel"
"snow","we have seen this"
"snow","you are going the wrong way"
"snow","mhm"
"snow","yeah this is an old boat that's right"
"snow","you know what this is"
"snow","know what this is"
"snow","look"
"snow","that's a barge"
"snow","it's a barge"
"snow","yeah that's a tugboat"
"snow","it's tuggin the barge"
"snow","pulling it"
"snow","no it's got a funnel like the train"
"snow","it's got a funnel just like the train"
"snow","mhm"
"snow","mhm"
"snow","see"
"snow","all the boats have funnels like the train does does"
"snow","that's it that's a house"
"snow","uh you're going the other way today"
"snow","remember"
"snow","here they are Ma pig and pa pig"
"snow","lovin to eat"
"snow","eatin their food"
"snow","eatin onions"
"snow","too"
"snow","eatin pie"
"snow","eating butter"
"snow","hey Nathaniel come on let's go this way if we're going this way"
"snow","I'm getting sick of this"
"snow","uhoh there's the super market where they bought all of their grocerys"
"snow","what did we buy yesterday at the super market"
"snow","what else"
"snow","what else"
"snow","what"
"snow","more coffee"
"snow","lots_of coffee that's right"
"snow","truck"
"snow","we did buy lots_of coffee yesterday"
"snow","you're absolutely right"
"snow","yeah"
"snow","runway"
"snow","that's right"
"snow","there's the runway"
"snow","there's the plane just taking off"
"snow","it is noisy when it takes off that's right"
"snow","where's the baggage train"
"snow","where's the baggage train"
"snow","yes that's right"
"snow","that's that's a passenger in the waitin room"
"snow","he's a passenger in the waiting room"
"snow","he's waiting for his plane to come"
"snow","that's right"
"snow","oh what's that"
"snow","there's a passenger plane down there that's right"
"snow","going the wrong way"
"snow","you're going the right way"
"snow","which is the wrong way"
"snow","playing marbles"
"snow","took what off"
"snow","took the board off"
"snow","mhm"
"snow","that's the living room"
"snow","that's right"
"snow","family room"
"snow","yes"
"snow","where"
"snow","mhm yeah"
"snow","where's the dining room"
"snow","that's the living room you said"
"snow","how many bed do they have"
"snow","that's right"
"snow","mhm that's a sofa"
"snow","it looks like a kind of a family room there"
"snow","mhm here's another sofa"
"snow","sofa's the same as a couch"
"snow","couch couch couch"
"snow","sofa sofa sofa"
"snow","couch couch"
"snow","sofa sofa sofa"
"snow","all done"
"snow","you went all through the book the wrong way"
"snow","what do you need Nathaniel"
"snow","you need milk"
"snow","come on leave him alone"
"snow","let's eat in the dining room"
"snow","listen that's not a dizzy game"
"snow","sing ring around the rosy if you're doing that"
"snow","have you any wool"
"snow","very good"
"snow","shall we do"
"snow","are you"
"snow","I believe it"
"snow","shall we do"
"snow","say say say"
"snow","I am a funny little dutch girl"
"snow","as funny as funny can be"
"snow","oh good"
"snow","how about"
"snow","the mulberry bush"
"snow","well how about if daddy sings it with you"
"snow","here we go round the mulberry bush"
"snow","the mulberry bush the mulberry bush"
"snow","here we go round the mulberry bush"
"snow","so early in the morning"
"snow","this is the way we eat our yoghurt"
"snow","eat our yoghurt eat our yoghurt"
"snow","so the morning"
"snow","okay Nathaniel we're gonna play a new game"
"snow","okay you gonna sit with me"
"snow","I like to eat vanilla yoghurt"
"snow","I like to eat vanilla yoghurt"
"snow","so early in the morning"
"snow","I like to eat tomato guacamole"
"snow","I like to eat tomato guacamole"
"snow","I like to eat tomato guacamole"
"snow","so early in the"
"snow","morning"
"snow","vanilla yoghurt is something to eat"
"snow","something to eat something to eat"
"snow","vanilla yoghurt is something to eat"
"snow","so early in the"
"snow","morning"
"snow","toasted turnips is something to eat"
"snow","toasted turnips is something to eat"
"snow","toasted turnips is something to eat"
"snow","so early in the"
"snow","morning"
"snow","that was very good"
"snow","wanna go on with this song"
"snow","boiled potatos is very healthy"
"snow","boiled potatos is very healthy"
"snow","boiled potatos is very healthy"
"snow","that was very good"
"snow","can you hand me a pen"
"snow","do which one"
"snow","dat"
"snow","the fire book"
"snow","shall we sing"
"snow","I don't know which one that is"
"snow","the spoon"
"snow","you wanna sing the spoon"
"snow","how do you sing you bobbin your head"
"snow","how do you sing the spoon"
"snow","just put the whole bottle in"
"snow","nanana"
"snow","gogogo"
"snow","daddy is making lots_of noisies"
"snow","dadada"
"snow","deedeedee"
"snow","googoogooo"
"snow","geegeegee"
"snow","chachacha"
"snow","achooachooachoo"
"snow","achooachooachoo"
"snow","achoo"
"snow","you wanna do some more"
"snow","listen"
"snow","tonight we're having tomato spaghetti for dinner"
"snow","can you say that"
"snow","tonight we're having boiled enchilada for dinner"
"snow","you make a lot of noisies again"
"snow","poo"
"snow","I'm going to make a big noise and then you make it after me"
"snow","steamed succotash something to eat"
"snow","steamed succotash is something to eat"
"snow","bong"
"snow","oh yeah"
"snow","let's see what song shall we sing"
"snow","you wanna sing the elephant song"
"snow","you sing about the elephant"
"snow","the elephant"
"snow","the elephant"
"snow","moves so"
"snow","moves so"
"snow","she"
"snow","she doesn't like to move too"
"snow","fast because she is so"
"snow","rumble rumble rumble rumble through the jungle"
"snow","the"
"snow","doesn't like to move too"
"snow","fast"
"snow","because she is so big end"
"snow","dedau dedau dedau"
"snow","listen it's"
"snow","rumble rumble rumble"
"snow","hear the jungle rumble"
"snow","hear the jungle rumble"
"snow","boop"
"snow","again"
"snow","you do it by yourself"
"snow","let me just take something out of the oven"
"snow","that's very good"
"snow","who's that there"
"snow","that's dessert"
"snow","well we have_to eat dinner first"
"snow","first dinner"
"snow","sure"
"snow","in the drawer there"
"snow","okay"
"snow","honey if you wash the cracker off you won't be able to eat it"
"snow","no we're having cheese cake for dessert"
"snow","but we're having vegetables first"
"snow","what does n have out there"
"snow","on the toilet"
"snow","you want us to put the nappie thing back on the toilet"
"snow","okay"
"snow","what's too cold"
"snow","is it too cold for your pottie"
"snow","is your pottie too cold"
"snow","go on the big bus"
"snow","Nathaniel you're in the bus"
"snow","which bus are you waiting for Nathaniel"
"snow","the bus to where"
"snow","waiting for the bus"
"snow","on the bus"
"snow","is this the bus to Arlington"
"snow","that's the toilet"
"snow","you want me to put your your pottie seat on the toilet"
"snow","is that better"
"snow","shall we do that"
"snow","let's see"
"snow","it's not broken"
"snow","it's just that mummie doesn't know how to do it"
"snow","there we go"
"snow","honey that's the bottom"
"snow","just leave it please"
"snow","Nathaniel you know what that is"
"snow","that's your pottie"
"snow","looks like a cup"
"snow","there we go"
"snow","wanna do a pee"
"snow","go ahead"
"snow","why"
"snow","it's more convenient to have it up there"
"snow","that's where mummie and daddy go pee right on the"
"snow","toilet that's right"
"snow","wiping your self off are ya"
"snow","hey you wanna play a game"
"snow","okay Nathaniel"
"snow","put it in there please"
"snow","listen you say you say what I say okay"
"snow","dadada"
"snow","toasted granola is very healthy"
"snow","vanilla cabbage is very healthy"
"snow","toasted granola is something to eat"
"snow","toasted turnips is something to eat"
"snow","okay I'll be right back"
"snow","here comes the bus"
"snow","here it is"
"snow","oh no we're gonna play our game some more"
"snow","okay"
"snow","did you touch it"
"snow","Nathaniel can you say this"
"snow","tonight we're having steamed zucchini for dinner"
"snow","can you say"
"snow","tonight we're having toasted granola for dinner"
"snow","well say it"
"snow","oh very good"
"snow","can you say I like to eat mushroom souvlaki"
"snow","you wanna have this"
"snow","that's part of your pottie"
"snow","Nathaniel"
"snow","that's part of your pottie"
"snow","big pottie"
"snow","that's where you drooled on yourself"
"snow","no Baaee doesn't drool"
"snow","just Nathaniel drools"
"snow","I don't need to see you drool"
"snow","thank very much"
"snow","you're disgusting"
"snow","you're disgusting"
"snow","are you disgusting"
"snow","nah this is a crummy book"
"snow","listen I've got a new one"
"snow","can you say you make ratatouille from eggplant"
"snow","mm okay shall we do this paper"
"snow","honey I don't like this book"
"snow","shall we wash your face"
"snow","you wanna have this thing"
"snow","which thing"
"snow","what thing are you talking about"
"snow","no come on give me this"
"snow","there"
"snow","are you all finished"
"snow","did you go pee"
"snow","we're waiting for the pee"
"snow","is what we're waiting for little boy"
"snow","want me to wash your face while we're waiting"
"snow","Nathaniel no bus is going to pick you up with a face that dirty"
"snow","No bus is going to pick you up with a face that dirty"
"snow","but your face is too dirty"
"snow","okay I'm going to wash your glasses too cuz they're kind of dirty"
"snow","they're kind of dirty too"
"snow","washing the face"
"snow","washing my face that's right that's the way you say it"
"snow","listen I'm gonna wash those glasses"
"snow","don't put them on yet"
"snow","no"
"snow","what's this down here"
"snow","what's this"
"snow","what's this"
"snow","what's this down here"
"snow","is that Nathaniel's bottom"
"snow","who's this"
"snow","these are your glasses"
"snow","can I wash"
"snow","let me wash them honey"
"snow","let me wash them please"
"snow","Nathaniel"
"snow","come on let go"
"snow","well I'll give them back to you as soon as I wash them"
"snow","on the floor"
"snow","what do you want on the floor"
"snow","well that's kind of a silly place for them"
"snow","I thought you wanted to wear them"
"snow","I'll put them down here on your bed"
"snow","how about that"
"snow","can I take your shirt off"
"snow","okay"
"snow","no you can't listen to Baaee's tape recorder right now"
"snow","I want to take your shirt off please"
"snow","would you stand up"
"snow","come on"
"snow","honey"
"snow","it's okay"
"snow","you stand up"
"snow","it's okay"
"snow","you can stand up if you want"
"snow","honey you're the one who sat down"
"snow","do you want your glasses again"
"snow","Nathaniel poor Nathaniel"
"snow","you're so sad"
"snow","honey it's okay"
"snow","what would you like to do read a book"
"snow","shall we have some dessert"
"snow","shall we touch ears"
"snow","shall you give Baaee a kiss"
"snow","shall I kiss your tummy"
"snow","how about shall we jump on the bed"
"snow","how about if I tickle your xxx"
"snow","how about if I tickle your neck"
"snow","how about if I tickle your head"
"snow","how about if I wipe your face"
"snow","how about if we brush your hair"
"snow","how about if I blow on you"
"snow","how about if I blow on your face"
"snow","oh oh poor Nathaniel is so sad so sad so sad so sad"
"snow","I think I'm going to throw him away cuz he worthless"
"snow","what's the matter"
"snow","what happened"
"snow","what happened"
"snow","what's that"
"snow","you got a hair in your mouth too"
"snow","oh what a terrible night"
"snow","I think we ought_to put your pj on so you can go to bed"
"snow","okay you pick one book and we'll read it"
"snow","and then we'll put your pjs on"
"snow","read that one"
"snow","okay come on bring it over"
"snow","I'm going to take this scratchy skirt off cuz I think it scratches your little bottom"
"snow","that's Baaee's scratchy skirt"
"snow","okay you get over here and we're gonna read your book"
"snow","scratchy scratchy"
"snow","who's"
"snow","okay just a sec"
"snow","well let's not read it upside down"
"snow","do you want your glasses on to read it"
"snow","oh for heaven's sake"
"snow","now"
"snow","I don't know what his name is"
"snow","he's driving a tow truck"
"snow","that's the two that's the car that's"
"snow","being towed"
"snow","car standing up"
"snow","that's baron Von Richthoven"
"snow","that's an airplane"
"snow","well honey this is really Dingo's car"
"snow","and it's got a horse's head on it"
"snow","and Dingo is driving a chariot"
"snow","chariot"
"snow","a boat"
"snow","no driving on the street"
"snow","map"
"snow","a map of the world"
"snow","that's a rainbow"
"snow","uhhuh"
"snow","that's a carrot"
"snow","airplanes"
"snow","going upside down that airplane is"
"snow","house yes"
"snow","it's pretty big"
"snow","mm"
"snow","going on the train tracks"
"snow","a big bump it went over a big bump"
"snow","and the cab came off"
"snow","who's this in the cab"
"snow","who"
"snow","it's a donkey"
"snow","donkey donkey donkey"
"snow","that's a saloon car"
"snow","apple tree yeah"
"snow","all the apples fallin off"
"snow","Nathaniel"
"snow","that's a bus"
"snow","do you remember picking apples with Lizzie"
"snow","there's another bus"
"snow","do you remember picking apples"
"snow","from the trees in the orchard"
"snow","with Liz and John"
"snow","and Carol"
"snow","lots end lots_of apples"
"snow","there's a train"
"snow","what kind of a train is this"
"snow","what"
"snow","a boots train"
"snow","it's a passenger train"
"snow","well there's another one"
"snow","mhm"
"snow","lots_of trains"
"snow","and here's Dingo driving on the train track"
"snow","let's see"
"snow","that's an electric locomotive"
"snow","yeah but we've already seen it if you go the right way"
"snow","okay you go this way if you want"
"snow","what's that"
"snow","what are those"
"snow","those are tools"
"snow","that's a wheelbarrow"
"snow","that is the teacher"
"snow","teaching the children to read and write"
"snow","it's a baked potato"
"snow","a baked potato"
"snow","do you like baked potatos"
"snow","say"
"snow","I like baked potatos"
"snow","the stairs"
"snow","the ostrich walking down the stairs"
"snow","don't fall off ostrich"
"snow","octopus has a big smile on"
"snow","that's a hotel"
"snow","says Grand hotel"
"snow","yeah"
"snow","like we go to after we get off the airplane that's right"
"snow","a hotel is where you go to sleep in a strange town where you don't know"
"snow","anybody"
"snow","open the door"
"snow","let us in so we can go to sleep"
"snow","yup"
"snow","yeah but when you go to a hotel you get a whole strange room to go to sleep in"
"snow","what's that"
"snow","that's crabbie"
"snow","those are keys Nathaniel"
"snow","that's a pod"
"snow","pea pod"
"snow","pea pod"
"snow","what's so funny"
"snow","hmm what's so funny"
"snow","ho"
"snow","that's not a drum"
"snow","that's a cake"
"snow","looks like a drum though"
"snow","it's a birthday cake"
"snow","where's Bing Dingo driving his car now"
"snow","where is he"
"snow","he's in the grocery store"
"snow","dumb old Dingo drives his car anywhere"
"snow","in the bath"
"snow","the pigs are taking a bath"
"snow","do you make juice in the bath"
"snow","I think just you do that"
"snow","this is Dingo driving right off the cliff"
"snow","that's a cliff"
"snow","that's a road down the mountain"
"snow","daddy gets it"
"snow","downstairs"
"snow","well who is that"
"snow","yes"
"snow","piles of fish"
"snow","who's that"
"snow","no"
"snow","turtle"
"snow","that a whole"
"snow","what"
"snow","it's not in the bath"
"snow","it's a whole bunch of pies"
"snow","in the kitchen"
"snow","what"
"snow","who's in the helicopter"
"snow","a bug"
"snow","that's the"
"snow","what's it called"
"snow","the propeller"
"snow","that's the uh the helicopter"
"snow","mhm"
"snow","Dingo's car"
"snow","it had a crash"
"snow","it ended up upside down"
"snow","that's Gramps"
"snow","no that's not Dingo's car"
"snow","that's an old car"
"snow","mhm"
"snow","there's Dingo's car"
"snow","Dingo has a modern car"
"snow","hey wait you're going the right way again and we were going the wrong way in"
"snow","this book"
"snow","mhm"
"snow","okay any way you want to"
"snow","it's your book"
"snow","Dingo's car is on top of the bus"
"snow","mhm"
"snow","if the bus is parked though it doesn't have_to let the people on"
"snow","if it's not going anywhere then it doesn't want any passengers"
"snow","can't ride in the bus if it's parked"
"snow","his name is bumbles"
"snow","that is"
"snow","whiff"
"snow","that's whiff"
"snow","that's Gramma"
"snow","Gramma Baum going to bed"
"snow","o such a silly"
"snow","Gramma Baum going to bed when it's clearly a car"
"snow","that's a garbage truck"
"snow","that's a cat yeah"
"snow","having a cat"
"snow","pie"
"snow","lots_of pies"
"snow","lots and lots_of pies"
"snow","plenty of pies"
"snow","where are more pies"
"snow","more pies than what"
"snow","okay turn the page please"
"snow","that's more pies than I've ever seen"
"snow","that's a police man yes"
"snow","that's the librarian"
"snow","who's that"
"snow","Dingo in his car"
"snow","back on the bed"
"snow","you've got a slight bed obsession"
"snow","are you kind of tired"
"snow","you wanna see daddy"
"snow","there's Dingo again"
"snow","xxx"
"snow","that's Bilgy"
"snow","pigs again"
"snow","what are they doing"
"snow","they are not driving across the trolley tracks"
"snow","what are the pigs doing"
"snow","oh the car's going across the trolley tracks"
"snow","what are the pigs doing"
"snow","that's the pigs taking a bath yeah"
"snow","it's another bath"
"snow","mm okay"
"snow","I don't know where the other bath was mind you"
"snow","oh on this page I see"
"snow","okay"
"snow","piece of cake"
"snow","you thought that was a drum the last time"
"snow","there's a tractor that's right"
"snow","what's this"
"snow","what's that"
"snow","what"
"snow","no those are letters but what's this up here"
"snow","what are all those things"
"snow","those are all glasses"
"snow","somebody's getting some new glasses"
"snow","you already have glasses"
"snow","you don't need glasses"
"snow","buy some glasses"
"snow","yeah lots_of glasses"
"snow","who's that there"
"snow","octopus again"
"snow","he's got a big smile on his face"
"snow","can you make a big smile"
"snow","big smile"
"snow","who"
"snow","pigs"
"snow","they're I think they're"
"snow","I think those are cats"
"snow","that's right two cats"
"snow","ostrich again"
"snow","yup"
"snow","the bus is stopping at the bus stop"
"snow","see the pigs are getting off"
